ID, Beskrivelse, adresse, kvadratmeter, pris, totalpris + fellesgjeld, megler 
168879678 , Stavanger Øst - Lekker leilighet med ett soverom og fantastiske fellesarealer i byens grønneste fellesskap. Midt i Stavanger Øst. , Pedersgata 130, leil. H0402/B6-4, Stavanger , 50 m² , 925 000 kr , Totalpris: 3 706 860 kr • Fellesutg.: 9 808 kr , EiendomsMegler 1 Eiganes
168883017 , Ny, lekker leilighet med ekstra takhøyde, privat balkong og fantastiske fellesområder. Midt i Stavanger Øst. , Vindmøllebakken BT2, B16-2, Stavanger , 40 m² , 3 450 000 kr , Totalpris: 3 456 860 kr , EiendomsMegler 1 Nybygg Forus
153697586 , Hinna Park - Nyere og flott selveierleilighet med gjennomført god standard. Alt på ett plan. Heis. , Jåttåvågveien 20B, Stavanger , 42 m² , 1 690 000 kr , Totalpris: 1 733 420 kr • Fellesutg.: 2 046 kr , EiendomsMegler 1 Mariero
168787237 , Forus/Godeset - Innholdsrik enebolig med dobbeltgarasje, solrike uteplasser, 3 bad, 3 stuer, 5 soverom, flott beliggenhet mot friareal. , Ulsbergleitet 35A, Stavanger , 264 m² , 6 350 000 kr , Totalpris: 6 524 392 kr , PrivatMegleren Haferkamp & Partnere
168761974 , Storhaug - Lys og trivelig leilighet med god planløsning. Meget kort vei til sentrum. Ingen dok. avg. , Birkelandsgate 22, Stavanger , 40 m² , 1 590 000 kr , Totalpris: 1 701 608 kr • Fellesutg.: 3 724 kr , PrivatMegleren Bergesen & Partnere
162934109 , Øvre Vaulen - Pent enderekkehus i populært og barnevennlig nabolag. En stor og solrik terrasse. Parkering i garasje. , Dalsetkroken 3A, Stavanger , 137 m² , 3 750 000 kr , Totalpris: 3 939 219 kr • Fellesutg.: 4 600 kr , PrivatMegleren Haferkamp & Partnere
168607636 , HINNA - Tiltalende leilighet i attraktive Hinna Pluss - 2 terrasser - parkering - servicetilbud , Laberget 46B, Stavanger , 79 m² , 2 790 000 kr , Totalpris: 3 395 212 kr • Fellesutg.: 7 943 kr , DNB Eiendom AS
154776832 , Mariero - Romslig, nyoppført leilighet. Heis. Garasje. KJØP NÅ OG FÅ MED GAVEKORT PÅ MØBLER TIL 50.000,- , Dalsetveien 2B, Stavanger , 106 m² , 4 850 000 kr , Totalpris: 4 878 226 kr • Fellesutg.: 3 014 kr , EiendomsMegler 1 Mariero
168488647 , Våland - Frist for påmelding til visning kl 12:00 den 7. April - Innholdsrik del av tomannsbolig med innredet sokkel | Flott utsi , Valkyrjegata 45, Stavanger , 187 m² , 4 750 000 kr , Totalpris: 4 870 092 kr , DNB Eiendom AS
168522156 , Vassøy - En klassisk og innholdsrik enebolig i idylliske omgivelser - Mulighet for kjøp av båtplass - Påmeldingsvis. 13.04! , Sørstrandveien 119, Vassøy , 194 m² , 4 500 000 kr , Totalpris: 4 613 842 kr , DNB Eiendom AS
154357338 , Østhusvik/Rennesøy - Nyere og lekker enebolig med 3 soverom, 2 stuer, 2 bad og et flott uteområde. Fleksibel med overtagelsestidspunkt. , Sjøveien 19, Rennesøy , 145 m² , 4 250 000 kr , Totalpris: 4 368 692 kr , Verdi Eiendomsmegling AS
158703637 , Finnøy / Reilstad - Enebolig i landlige omgivelser , Veslelia 3, Finnøy , 118 m² , 1 800 000 kr , Totalpris: 1 846 256 kr , EiendomsMegler 1 Randaberg
147139803 , Stavanger Sentrum - Ny 3-roms leilighet i 6. etg. i Stavanger sentrum. Se solnedgang og nyt ekte sjøluft. Flott utsikt. , Verksgata 42 H0604, Stavanger , 80 m² , 5 690 000 kr , Totalpris: 5 727 562 kr • Fellesutg.: 2 751 kr , Proaktiv Stavanger
158262310 , Stavanger sentrum - Ny 3-roms leilighet i 2. etg. i Stavanger sentrum. Bo urbant i maritime omgivelser. Egen balkong + felles takterrasse. , Verksgata 42 H0205, Stavanger , 72 m² , 4 690 000 kr , Totalpris: 4 724 962 kr • Fellesutg.: 2 529 kr , Proaktiv Stavanger
158262156 , Stavanger sentrum - Ny 3-roms leilighet i 2. etg. i Stavanger sentrum. Bo urbant i maritime omgivelser. Egen balkong + felles takterrasse. , Verksgata 42 H0204, Stavanger , 68 m² , 3 590 000 kr , Totalpris: 3 623 392 kr • Fellesutg.: 2 kr , Proaktiv Stavanger
135144892 , Stavanger Sentrum - Ny 4-roms topp leilighet i 5. etg. i Stavanger sentrum.Se solnedgang og nyt ekte sjøluft. Flott utsikt. , Verksgata 38 H0501, Stavanger , 105 m² , 8 290 000 kr , Totalpris: 8 337 862 kr • Fellesutg.: 3 580 kr , Proaktiv Stavanger
135144575 , Stavanger Sentrum - Ny 3-roms leilighet i 2. etg. i Stavanger sentrum. Egen balkong + felles terrasse. , Verksgata 38 H0204, Stavanger , 67 m² , 4 390 000 kr , Totalpris: 4 423 192 kr • Fellesutg.: 2 391 kr , Proaktiv Stavanger
142529447 , Stavanger Sentrum - Ny 3-roms leilighet i 2. etg. i Stavanger sentrum. Omgivelser med sjø, vann og park. Egen balkong + felles terrasse. , Verksgata 38 H0201, Stavanger , 70 m² , 3 690 000 kr , Totalpris: 3 723 892 kr • Fellesutg.: 2 474 kr , Proaktiv Stavanger
149643535 , VÅLAND - Sentrumsnær leilighet med mange disponible kvadratmeter , Sverres gate 2, Stavanger , 68 m² , 2 150 000 kr , Totalpris: 2 212 192 kr • Fellesutg.: 374 kr , Verdi Eiendomsmegling AS
159534386 , SUNDE - Flott enebolig m/herlig solrik og usjenert tomt. 6 sov, 3 stuer, 4 bad og høy standard. , Sunnivakrossen 8, Hafrsfjord , 313 m² , 9 800 000 kr , Totalpris: 10 046 342 kr , DNB Eiendom AS
168429915 , PÅMELDINGSVISNING! - Koselig enebolig med flott skjermet hage | 3 Soverom | Stor tomt , Steinnesvåg 38, Finnøy , 102 m² , 2 790 000 kr , Totalpris: 2 861 092 kr , DNB Eiendom AS
151836627 , Siriskjeret - Sjelden mulighet! Lekker leilighet med gode kvaliteter beliggende like i sjøkanten. , Siriskjeret 23, Stavanger , 159 m² , 9 250 000 kr , Totalpris: 9 492 492 kr • Fellesutg.: 3 767 kr , PrivatMegleren Haferkamp & Partnere
161877372 , Mosterøy / Askje - Velholdt og romslig familiebolig beliggende på enden mot landlige områder , Laughammaren 2, Mosterøy , 191 m² , 4 600 000 kr , Totalpris: 4 716 050 kr , EiendomsMegler 1 Randaberg
130194773 , Ormøy - Unik designbolig fra 2006 med vakker arkitektur og praktfull utsikt. Store solrike terrasser og smarthusteknolog , Ormøyveien 51, Hundvåg , 234 m² , 9 200 000 kr , Totalpris: 9 445 242 kr , PrivatMegleren Bergesen & Partnere
168352390 , Lekker leilighet med godkjent hybel. Sentralt og maritimt , Verven 38, Stavanger , 58 m² , 1 800 000 kr , Totalpris: 2 774 450 kr • Fellesutg.: 8 311 kr , EiendomsMegler 1 Madla
168001556 , Vardenes/ Tasta - Påmeldingsvisning - En innholdsrik enebolig fra 40-tallet  - Barnevennlig beliggenhet , Marsteinveien 3, Stavanger , 223 m² , 4 690 000 kr , Totalpris: 4 808 592 kr , DNB Eiendom AS
155151727 , Hinna - Nydelig enebolig med flott utsikt og smart planløsning. Stor takterrasse. Leilighet i underetasje. , Solliveien 14C, Stavanger , 227 m² , 8 250 000 kr , Totalpris: 8 457 300 kr , EiendomsMegler 1 Mariero
168273609 , Rennesøy/Vikevåg - Meget pen selveierleilighet med 3 soverom - Separat vaskerom og gjestetoalett , Håvasteinhagane 30, leil. 103, Rennesøy , 92 m² , 2 690 000 kr , Totalpris: 2 768 792 kr • Fellesutg.: 2 281 kr , Aktiv Sandnes
168163995 , Gausel - Tiltalende, lys og tidsriktig v.d tomannsbolig i sentralt område. Innredet kjeller, solrike uteplasser og dobbelgarasje. , Nådlandsberget 2A, Stavanger , 131 m² , 4 590 000 kr , Totalpris: 4 720 392 kr , PrivatMegleren Haferkamp & Partnere
168125287 , Søra Bråde/Sunde - Innholdsrik familiebolig over to plan med 3 soverom. Gode solforhold, carport og sjøutsikt fra balkong. , Storåkerveien 13, Hafrsfjord , 142 m² , 4 390 000 kr , Totalpris: 4 508 192 kr , Verdi Eiendomsmegling AS
160462860 , Finnøy / Judaberg - Enebolig med godkjent utleiedel *Blindvei *Utsikt * 5 soverom , Utsynvegen 10, Finnøy , 190 m² , 4 500 000 kr , Totalpris: 4 628 172 kr , Notar Stavanger
155754021 , Vestre Platå - Innholdsrik leilighet i attraktive Eiganesveien - Oppusset de senere år *3 sov , Eiganesveien 13A, Stavanger , 75 m² , 2 790 000 kr , Totalpris: 2 871 022 kr , Notar Stavanger
157228009 , Bjergsted - En veldig kjekk enebolig med god standard. Boligen har en stor hage. , Ragnvald Ribsskogs gate 21, Stavanger , 86 m² , 3 800 000 kr , Totalpris: 3 910 242 kr , PrivatMegleren Haferkamp & Partnere
165401136 , Storhaug - Lys, fin og innholdsrik leilighet med tre soverom, to kjøkken, to bad og to stuer. , Nedstrandsgata 3B, Stavanger , 93 m² , 2 745 000 kr , Totalpris: 2 818 472 kr , DNB Eiendom AS
168002430 , Tasta - Flott endeleilighet med 3 soverom og 2 bad. Fast p-plass i lukket anlegg. Heis. Solrik veranda. , Randabergveien 130D, Stavanger , 92 m² , 3 350 000 kr , Totalpris: 3 584 523 kr • Fellesutg.: 5 100 kr , Notar Stavanger
168013137 , Søra Bråde/Sunde - Stilfull vertikaldelt tomannsbolig med hjørnetomt. Flott utsikt til sjøen og solrike uteområder. 3 soverom og 2 bad. , Rytterfaret 2, Hafrsfjord , 111 m² , 4 390 000 kr , Totalpris: 4 512 192 kr , Verdi Eiendomsmegling AS
168005149 , Sokn - Meget pen enebolig med unike solforhold i naturskjønne omgivelser. Kun ca. 20 minutter fra Stavanger sentrum. , Nygårdshagen 34, Bru , 148 m² , 4 300 000 kr , Totalpris: 4 423 142 kr , PrivatMegleren Haferkamp & Partnere
138848290 , TASTA - Praktisk endeleilighet  med tre soverom | Parkering i lukket anlegg , Dusaviksvingen 24B, Stavanger , 98 m² , 2 550 000 kr , Totalpris: 2 810 735 kr • Fellesutg.: 5 273 kr , DNB Eiendom AS
167830768 , Storhaug - Selveierleilighet i 2. etasje med to soverom, gjennomgående god standard, felles uteområde, carport og egen balkong. , Nymansveien 104, Stavanger , 58 m² , 2 790 000 kr , Totalpris: 2 861 092 kr , DNB Eiendom AS
167981495 , STAVANGER / Kampen - Sentral, klassisk og attraktiv 3-roms selveierleilighet i barnevennlig område, med balkong , Tanke Svilands gate 72, Stavanger , 60 m² , 2 290 000 kr , Totalpris: 2 355 692 kr • Fellesutg.: 200 kr , PROPR AS
171105059 , Storhaug - Kjekk, innholdsrik leilighet over to plan. God, sentral beliggenhet. Veranda med gode solforhold. , Nylundsgata 9, Stavanger , 83 m² , 2 590 000 kr , EiendomsMegler 1 Madla , Eier (Selveier) • Leilighet • 1 soverom
146174006 , Gamle Stavanger. Sjarmerende enebolig i god stand. Solrik uteplass mot vest , Øvre Strandgate 96, Stavanger , 85 m² , 3 740 000 kr , Totalpris: 3 847 514 kr , Huus & Partners
118947971 , Åsen - Pen leilighet m/god standard. Flott utsikt, innglasset romslig veranda og garasje. Lave omkostninger. Benytt anledningen , Brattåsveien 10 A, Stavanger , 44 m² , 1 425 000 kr , Totalpris: 2 124 944 kr • Fellesutg.: 6 675 kr , EiendomsMegler 1 Borettslagsmegleren
153587959 , Rennesøy/Bru - Flott beliggende enebolig med nydelig utsikt. Fradelt boligtomt inkludert. , Raunen 4, Bru , 188 m² , 3 590 000 kr , Totalpris: 3 695 022 kr , Notar Stavanger
167822626 , Hinna - Flott leilighet, 2 soverom, innglasset balkong, heis og fast parkering. , Laberget 48A, Stavanger , 75 m² , 2 770 000 kr , Totalpris: 3 401 365 kr • Fellesutg.: 8 213 kr , EiendomsMegler 1 Stavanger
167755254 , Stavanger sentrum - Innholdsrik enebolig med mye sjarm og utleid kjellerareal. Stor og solrik balkong. , Almenningsgata 9, Stavanger , 156 m² , 3 690 000 kr , Totalpris: 3 783 472 kr , DNB Eiendom AS
158102207 , Nedre Vaulen - Moderne enebolig med gode kvaliteter i et av Stavangers mest attraktive boligområde. , Stasjonssvingen 7, Stavanger , 222 m² , 11 900 000 kr , Totalpris: 12 198 722 kr , Krogsveen avd. Stavanger
167807550 , Eiganes - Romslig og flott leilighet i andre og tredje etasje. Hele 5 soverom, anneks i hagen og stor grovkjeller. , Holbergs gate 30, Stavanger , 120 m² , 3 850 000 kr , Totalpris: 3 954 492 kr , Proaktiv Stavanger
167788174 , ROSENLI - Lys 2-roms brl-leilighet med god planløsning og balkong. Sportsbod og parkeringsplass. Lave felleskostnader. , Digranesveien 21, Stavanger , 35 m² , 1 450 000 kr , Totalpris: 1 465 988 kr • Fellesutg.: 2 577 kr , Proaktiv Eiendomsmegling Sandnes
161353319 , Sentrum - Koselig toppleilighet i hjertet av Stavanger med soverom og alkove. Ta kontakt med megler for å avtale visning. , Nedre Holmegate 29, Stavanger , 50 m² , 2 100 000 kr , Totalpris: 2 153 722 kr , Krogsveen avd. Mariero
159499790 , Mariero - PÅMELDINGSVISNING ONS 15/4 - Flott og innholdsrikt rekkehus med sentral beliggenhet. Parkering i garasje. , Nordhagen 29, Stavanger , 136 m² , 3 890 000 kr , Totalpris: 3 998 492 kr , Proaktiv Stavanger
163510114 , Storhaug - Kjekk leilighet med pen standard. Plassering i 2.etg, ekstra takhøyde og felleshage. Bod i u.etg. , Nymansveien 92, Stavanger , 49 m² , 2 090 000 kr , Totalpris: 2 143 420 kr , EiendomsMegler 1 Østre Bydel
161424309 , Verven - Påkostet endeleilighet med fantastisk sjøutsikt og gode solforhold. Utleid hybel og fast parkering i anlegg. , Verven 38, Stavanger , 80 m² , 2 840 000 kr , Totalpris: 4 268 109 kr • Fellesutg.: 11 623 kr , Krogsveen avd. Stavanger Øst
167645797 , Auglend/Saxemarka - Leilighet med 3 soverom i barnevennlig område. Kort avstand til flotte turfasiliteter og "nye  gamlingen" , Leif Dietrichsons gate 14B, Stavanger , 70 m² , 2 200 000 kr , Totalpris: 2 415 974 kr • Fellesutg.: 4 604 kr , EiendomsMegler 1 Østre Bydel
160779828 , Tasta - TASTA - Enebolig med 5 soverom | Rolig og barnevennlig område | Dobbelgarasje . , Sandsteinveien 9, Stavanger , 255 m² , 5 590 000 kr , Totalpris: 5 730 972 kr , DNB Eiendom AS
167636998 , Tjensvoll - Påkostet gjennomgående topp leilighet med 2 innglasset balkonger. Gode solforhold og utsyn fra begge sider. , Professor Hansteens gate 21, Stavanger , 79 m² , 3 100 000 kr , Totalpris: 3 459 026 kr • Fellesutg.: 5 757 kr , EiendomsMegler 1 Østre Bydel
147298745 , Hinna - VISNING AVLYST- Innholdsrik, pen enebolig med vakker, solrik hage og terrasse med utepeis. Barnevennlig beliggenhet. , Jakob Jåthuns gate 11, Stavanger , 213 m² , 5 750 000 kr , Totalpris: 5 908 992 kr , PrivatMegleren Bergesen & Partnere
158224289 , Hinna Park - Gjennomgående leilighet med herlig sjøutsikt - Lave fellesutgifter - Meget gode solforhold - Stor kjøkkenøy - Heis , Laberget 90, Stavanger , 69 m² , 3 690 000 kr , Totalpris: 3 789 222 kr • Fellesutg.: 2 237 kr , Krogsveen avd. Stavanger
167274501 , Kalhammaren - Moderne og lekker leilighet med 2 soverom * God planløsning * P-plass i lukket anlegg * Sentrumsnært * , Kaptein Mejlænders gate 25, Stavanger , 69 m² , 3 850 000 kr , Totalpris: 3 957 522 kr • Fellesutg.: 2 138 kr , Notar Stavanger
167359028 , Godeset - Enebolig med familievennlig planløsning og pen utsikt mot friområde. Vestvendt terrasse og carport , Leirkjeldene 26, Stavanger , 176 m² , 4 450 000 kr , Totalpris: 4 560 006 kr , EiendomsMegler 1 Mariero
161418886 , Storhaug - Kul og urban leilighet - litt utenom det vanlige. Nyere bad, romslig hems, ekstra takhøyde og muligheter for parkering. , Midtre Suldalsgate 18, Stavanger , 37 m² , 2 090 000 kr , Totalpris: 2 143 506 kr • Fellesutg.: 500 kr , EiendomsMegler 1 Stavanger
167374768 , Vassøy - Stor enebolig fra 2005 med 6 soverom, sjøutsikt, stor terrasse og godkjent utleiedel | Sjønær beliggenhet , Nesahaugen 39B, Vassøy , 284 m² , 5 500 000 kr , Totalpris: 5 638 722 kr , DNB Eiendom AS
150489992 , Kvernevik - PÅMELDINGSVISNING - Trivelig rekkehus med hage, terrasse og balkong. , Isfuglveien 5F, Hafrsfjord , 90 m² , 2 450 000 kr , Totalpris: 2 563 035 kr • Fellesutg.: 4 100 kr , DNB Eiendom AS
162650233 , FORUS/GAUSEL - Romslig og fin bolig med alt på et plan. 3 soverom og skjermet uteområde. Fast parkering i lukket anlegg , Elgefaret 49, Stavanger , 96 m² , 2 550 000 kr , Totalpris: 2 923 663 kr • Fellesutg.: 4 769 kr , Eiendomsmegler Vest Stavanger
150394141 , Stavanger sentrum - Stor og fin 3 roms leilighet midt i bykjernen - Stor solrik terrasse - Gode lagringsmuligheter , ABCgata 7B, Stavanger , 100 m² , 2 900 000 kr , Totalpris: 2 900 000 kr , Eie Eiendomsmegling - Rogaland Eiendomsmegling AS
164737816 , SAXEMARKA/AUGLEND - Moderne romslig leilighet med 3 soverom og innglasset balkong | Flotte fellesarealer , Leif Dietrichsons gate 16C, Stavanger , 70 m² , 2 290 000 kr , Totalpris: 2 694 986 kr • Fellesutg.: 4 629 kr , DNB Eiendom AS
149999566 , Tasta/Vardeneset - Flott B/L endeleilighet med egen garasje | Solrik balkong |Barnevennlig område , Dusaviksvingen 19D, Stavanger , 106 m² , 2 650 000 kr , Totalpris: 2 925 090 kr • Fellesutg.: 5 323 kr , Notar Stavanger
158678321 , Nyoppført leilighet i 2. etg. med 2 soverom og stor balkong - Praktisk løsning, lukket parkering og heis , Byfjordparken 4 leil. H0203, Stavanger , 86 m² , 3 990 000 kr , Totalpris: 4 008 256 kr • Fellesutg.: 2 325 kr , EiendomsMegler 1 Madla
156294202 , Praktisk og moderne bolig med to stuer, to baderom, tre soverom og tre uteplasser. , Rustabakken 38, Stavanger , 129 m² , 1 100 000 kr , Totalpris: 4 545 120 kr • Fellesutg.: 9 285 kr , Proaktiv Stavanger
118460883 , Eiganes. Toppleilighet på 2 plan. 2 terrasser. Utsikt og sol. Attraktiv beliggenhet med kort vei til sentrum og Mosvanns , Bretlandsgata 45, Stavanger , 97 m² , 4 950 000 kr , Totalpris: 5 088 009 kr • Fellesutg.: 3 774 kr , Huus & Partners
158593477 , Eiganes - Påmeldingsvisning! Flott leilighet i et meget attraktivt område! 2 soverom | 2 stuer | Parkering | Sentralt | Hage | Bal , Holbergs gate 45B, Stavanger , 108 m² , 3 290 000 kr , Totalpris: 3 373 472 kr , DNB Eiendom AS
150919427 , Stavanger sentrum - Sjarmerende endeleilighet i 2. etasje med gåavstand til de fleste fasiliteter. , Stiftelsesgata 6C, Stavanger , 57 m² , 2 290 000 kr , Totalpris: 2 355 820 kr • Fellesutg.: 700 kr , Eiendomsmegler Vest Stavanger
166735257 , Rennesøy - Stor og lekker leilighet helt i sjøkanten m/panorama sjøutsikt. Garasje, 2 soverom og veranda. , Vikevågveien 142, Rennesøy , 92 m² , 3 690 000 kr , Totalpris: 3 793 522 kr • Fellesutg.: 1 400 kr , Notar Stavanger
167119875 , Tjensvoll - Topp endeleilighet i 4. Etg med fantastisk utsikt | Oppgradert i 2012 | Fast parkering i lukket anlegg , Professor Hansteens gate 15, Stavanger , 77 m² , 2 990 000 kr , Totalpris: 3 351 947 kr • Fellesutg.: 5 234 kr , DNB Eiendom AS
161781140 , Tasta - Frist for påmelding til visning kl 12.00 den 16.04 | Lekker 4-roms leilighet med god standard | Solrik terrasse | Parker , Rustabakken 25, Stavanger , 83 m² , 700 000 kr , Totalpris: 4 026 972 kr • Fellesutg.: 8 301 kr , DNB Eiendom AS
157622896 , Våland- Stor rimelig selveierleilighet med flott beliggenhet. Sentralt, utsikt og parkering. , Kaptein Langes gate 15, Stavanger , 105 m² , 2 690 000 kr , Totalpris: 2 765 320 kr • Fellesutg.: 1 655 kr , Eie Eiendomsmegling - Rogaland Eiendomsmegling AS
128114876 , Storhaug/Stavanger sentrum - Trivelig halvpart av tomannsbolig over to plan i Stavanger sentrum. Stor privat terrasse og to soverom. , Nedre Dalgate 49, Stavanger , 79 m² , 2 790 000 kr , Totalpris: 2 872 072 kr , Verdi Eiendomsmegling AS
119701977 , Rennesøy - Romslig selveierleilighet med 2 soverom og høy standard. Egen parkeringsplass under tak. , Sørbøveien 659, Rennesøy , 78 m² , 2 080 000 kr , Totalpris: 2 145 972 kr • Fellesutg.: 1 380 kr , Verdi Eiendomsmegling AS
150098488 , Vassøy - Velholdt og herskapelig villaeiendom m/ utleiedel og dobbel garasje. Gratis båtplass i 5 år! , Sørstrandveien 24, Vassøy , 363 m² , 5 890 000 kr , Totalpris: 6 048 756 kr , EiendomsMegler 1 Stavanger
138357235 , HUNDVÅG - Stor og innholdsrik leilighet | 159 BRA | 4 soverom | Nydelig sjø-utsikt utover Lundsvågen | Barnevennlig beliggenhet , Hunstein 38B, Hundvåg , 148 m² , 3 000 000 kr , Totalpris: 3 087 150 kr , Eiendomsmegler Vest Stavanger
154321469 , STORHAUG ØST - PRIVATVISNING, KONTAKT MEGLER! Fin 2-romsleilighet med god standard | Sentral beliggenhet , Steinhagen 1, Stavanger , 37 m² , 1 790 000 kr , Totalpris: 1 842 900 kr , Eiendomsmegler Vest Stavanger
114745595 , Vardeneset - Pen leilighet med fantastisk utsikt fra 7.etasje, gode solforhold og stor innglasset balkong med gode solforhold , Storden 3, Stavanger , 55 m² , 2 100 000 kr , Totalpris: 2 687 562 kr • Fellesutg.: 4 998 kr , EiendomsMegler 1 Stavanger
148886056 , Grannes - Nyoppført, lekker enebolig med utleiemulighet - Stor takterrasse med nydelig utsikt til Hafrsfjord , Gamle Grannesveg 2, Hafrsfjord , 216 m² , 9 490 000 kr , Totalpris: 9 553 756 kr , EiendomsMegler 1 Madla
162382514 , Kvernevik - Innbydende enderekkehus med god planløsning. Flotte uteområder med stor hage og terrasse. Parkering i Garasje , Hegreveien 8A, Hafrsfjord , 89 m² , 2 790 000 kr , Totalpris: 3 133 104 kr • Fellesutg.: 4 100 kr , Krogsveen avd. Mariero
159520527 , Ormøy - Praktfull eiendom nær sjøen på Ormøy. Svært innholdsrik bolig med godkjent utleiedel. , Ormøyveien 93, Hundvåg , 294 m² , 6 650 000 kr , Totalpris: 6 817 472 kr , Krogsveen avd. Stavanger
114709713 , Vikevåg - Stor og innholdsrik enebolig med høy standard i naturskjønne omgivelser , Øvre Håvasteintunet 20, Rennesøy , 256 m² , 5 190 000 kr , Totalpris: 5 334 902 kr , Notar Stavanger
157801781 , Mosterøy - Lys, tidsmessig 3-roms toppleilighet i nyere sameie, med nydelig sjøutsikt, garasjeplass og solrik, sydvendt balkong. , Hedlehaugen 3, Mosterøy , 85 m² , 3 290 000 kr , Totalpris: 3 396 222 kr • Fellesutg.: 2 308 kr , PrivatMegleren Bergesen & Partnere
161790133 , Visning med påmelding Onsdag 25.03 mellom 16:30-17:30 eller Søndag 13:00 - 15:00!! Ny pris !  Godeset / Forus - Moderne , Heddeveien 100, Stavanger , 104 m² , 2 600 000 kr , Totalpris: 3 156 754 kr • Fellesutg.: 5 605 kr , DNB Eiendom AS
145145126 , Storhaug - Lys og trivelig selveierleilighet med sentrumsnær beliggenhet - Rolig gate - Parkering , Nymansveien 169B, Stavanger , 45 m² , 1 790 000 kr , Totalpris: 1 836 006 kr , EiendomsMegler 1 Stavanger
162049524 , Bjergsted - Strøken leilighet på hele 105 m2! Kjøkken og bad fra 2017. Separat vaskerom. Parkering i garasje. Heis og to uteplasser! , Bjergsted Terrasse 10, Stavanger , 105 m² , 4 350 000 kr , Totalpris: 4 538 239 kr • Fellesutg.: 3 345 kr , EiendomsMegler 1 Stavanger
140409420 , Eiganes - Innholdsrik leilighet over to plan med stor solrik terrasse. Parkering på tomt. , Olav Nilssons gate 34, Stavanger , 73 m² , 2 850 000 kr , Totalpris: 2 922 472 kr , Krogsveen avd. Stavanger
171352467 , Vaulenmarka - Flott leilighet med strålende utsikt mot Gandsfjorden , Sørflåtveien 88, Stavanger , 81 m² , 3 990 000 kr , Verdi Eiendomsmegling AS , Eier (Selveier) • Leilighet • 2 soverom
164962085 , Våland - Innholdsrik leilighet med garasje og vestvendt terrasse. Stort potensial i kjeller. , Magnus Lagabøters gate 25, Stavanger , 65 m² , 2 650 000 kr , Totalpris: 2 717 472 kr , Krogsveen avd. Stavanger
151569013 , Horisontaldelt tomannsbolig med sydvestvendt markterrasse - Naturskjønne og rolige omgivelser , Østhusmarka 51, Rennesøy , 63 m² , 1 850 000 kr , Totalpris: 1 910 974 kr • Fellesutg.: 1 184 kr , Marton Eiendomsmegling
163197182 , Eiganes - Selveierleilighet i 7.etasje med fantastisk utsikt og innglasset balkong | Heis | Parkering med mulighet for elbillading , Dues vei 38, Stavanger , 39 m² , 1 700 000 kr , Totalpris: 1 927 904 kr • Fellesutg.: 3 299 kr , Samsolgt by DNB Eiendom
161450518 , Tasta - PÅMELDINGSVISNING: Flott leilighet med meget god standard. Her er det heis, parkering i garasje og gode praktiske areal. , Maiblomsvingen 11, Stavanger , 84 m² , 3 590 000 kr , Totalpris: 3 692 592 kr • Fellesutg.: 1 335 kr , Verdi Eiendomsmegling AS
166275381 , Flott leilighet i nyere leilighetskompleks.: Moderne, heis og fast parkering i lukket anlegg. , Rustabakken 25, Stavanger , 59 m² , 700 000 kr , Totalpris: 2 860 548 kr • Fellesutg.: 6 586 kr , EiendomsMegler 1 Madla
145200934 , Øvre Vaulen - Innholdsrik del av flermannsbolig med 3 leiligheter under ett! 3 kjøkken og 3 bad, samt stort areal i kjeller. , Godmyrstien 1A, Stavanger , 183 m² , 4 690 000 kr , Totalpris: 4 808 472 kr , DNB Eiendom AS
162049071 , Våland - Flott selveier med blant annet parkering i garasje, ekstra takhøyde, ildsted og stort loft! , Torbjørn Hornkloves gate 8, Stavanger , 66 m² , 3 190 000 kr , Totalpris: 3 266 006 kr , EiendomsMegler 1 Stavanger
161430700 , Stavanger sentrum - Urban og arealeffektiv 2-roms leilighet med tilgang til stor terrasse. , Nedre Holmegate 31A, Stavanger , 31 m² , 1 950 000 kr , Totalpris: 1 999 972 kr • Fellesutg.: 1 088 kr , Krogsveen avd. Stavanger Øst
166240212 , Storhaug - Innholdsrik tomannsbolig i attraktive omgivelser. Sentrumsnært! Parkering i garasje og på tomt. , Karlsminnegata 87, Stavanger , 218 m² , 6 790 000 kr , Totalpris: 6 970 872 kr , Proaktiv Stavanger
153941461 , Ragnhilds gate/ Madla - Sjelden eiendomsperle på Stavangers kanskje beste adresse! Storslått villa med panoramautsikt utover Hafrsfjord , Ragnhilds gate 100, Hafrsfjord , 380 m² , 23 000 000 kr , Totalpris: 23 576 222 kr , DNB Eiendom AS
165970079 , Storhaug Vest - * Sentrum *Bak Tinghuset *2 sov *Terrasse *Bakhage *Varme i alle gulv , VAISENHUSGATA 24, Stavanger , 50 m² , 1 690 000 kr , Totalpris: 1 727 947 kr , Privat
155427555 , Godeset - Pen og moderne 3-roms leilighet med stor og solrik terrasse. Gangavstand til skoler og barnehage , Godesethagen 36A, Stavanger , 77 m² , 2 945 000 kr , Totalpris: 3 029 742 kr • Fellesutg.: 250 kr , PrivatMegleren Haferkamp & Partnere
165268090 , NORE SUNDE - Kjekt rekkehus med 2(3) soverom, 2 stuer og 2 bad | Flytt inn om 2 uker! | Øster Hus , Porsatunet 58 BKS7-B3, Hafrsfjord , 103 m² , 3 940 000 kr , Totalpris: 3 983 362 kr , DNB Eiendom AS
